source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,direction,nerve_cluster,dominant_sample_fraction,n_contributing_samples,normalised_entropy,batch_qc_pass
malignant,nerve_c0,APOE,VLDLR,0.6133998,0.0,0.139146,0.1093731491495488,0.5088934309499247,0.035562497,0.75092995,1.0,0.4598014281519093,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,SIRPA,CD47,0.49069142,0.0,0.11224515,0.2508549154792865,0.210998221813173,0.046246596,0.73030275,0.6017936837244806,0.4638787426604641,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,TNC,PTPRZ1,0.4265278,1.0,0.11196161,-0.6939052137171188,-1.0068875987559929,0.009590296,0.7300536,1.0,0.4657763105069459,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,ARPC5,LDLR,0.39239788,0.0,0.11135699,0.0884056615347795,-0.103408567722273,0.07596011,0.7295197,1.0,0.4699893641678893,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,APP,NCSTN,0.73359215,0.826,0.29772496,0.0501144616219803,-0.3243388803921155,0.0648884,0.8151611,1.0,0.4712190949615443,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,SLITRK2,PTPRD,0.67660725,0.0,0.14172126,0.2315226834818191,0.169793882632695,0.033947397,0.75264096,1.0,0.4720043812620209,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,LAMB1,DAG1,0.14477843,1.0,0.020944871,-0.0891815034035843,0.0209902889021753,0.04020186,0.5391108,1.0,0.4794558223775688,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,VCAN,ITGB1,0.687503,0.0,0.46149752,0.1930892108773599,0.5541023247466583,0.04716795,0.84593326,0.5618436974808741,0.4853448437411244,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NTN1,NEO1,0.42893678,0.0,0.14486532,0.2364643793535708,0.4480518394684836,0.03455778,0.75467783,0.4058622210719403,0.4875078163228143,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,GNAI2,CAV1,0.38071918,0.422,0.13564861,0.0016530031165315,-0.1331291336869595,0.04878171,0.74854183,1.0,0.4879202365252739,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,COL4A1,CD47,0.51001847,0.0,0.14507043,0.2829477814409572,0.5121493689445399,0.046246596,0.7548088,0.3002115667662627,0.4883330491867509,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,APOE,ABCA1,0.68628913,1.0,0.29955244,-0.1345697680229295,0.1340412493917014,0.017269246,0.8156217,1.0,0.4892957228344714,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,HRAS,INSR,0.37874523,0.0,0.12305275,0.139048321675569,0.1553681728562417,0.033609513,0.7392594,1.0,0.4937196928414156,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NTRK3,PTPRF,0.37746602,0.0,0.1401219,0.0946830013517165,0.1756462804798096,0.04747433,0.75158304,0.5432447381053394,0.4995649232183245,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NTN1,MCAM,0.37687856,0.0,0.12079928,0.6169880287284313,0.683741524268084,0.12746301,0.7374742,0.0196684719973873,0.5031362625365187,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,VEGFA,ITGAV,0.6775154,1.0,0.3810225,-0.0697978277816565,0.7478252053590055,0.030723644,0.8330286,1.0,0.5068181258226393,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,TFPI,VLDLR,0.14961377,0.0,0.021848045,0.117734708536783,0.2980725960142687,0.035562497,0.5443512,0.949499086951244,0.5150452098315504,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NTN1,UNC5B,0.37260708,0.0,0.118824616,0.6402495786155348,0.6524384680463943,0.059766144,0.7358756,0.1833144823595525,0.5184504927452358,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,FGF1,FGFR2,0.67789465,0.0,0.15089896,0.7024662711397316,0.2575412932094362,0.04748734,0.7584356,0.542006456367645,0.5212483025073159,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,ADAM9,ITGAV,0.388821,1.0,0.15109338,-0.1000026961187177,-0.1382027667072279,0.030723644,0.75855345,1.0,0.5223270833026199,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,LAMB2,DAG1,0.14864984,1.0,0.022096759,-0.0849670358104426,0.034301727492923,0.04020186,0.5457546,1.0,0.5241945223233645,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,APP,LRP10,0.72558266,1.0,0.27811882,0.0204284677066287,-0.3505482251447169,0.06692604,0.8099739,1.0,0.526727786083783,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,COL6A1,ITGAV_ITGB8,0.3897962,1.0,0.15187009,-0.0781280314442103,0.1704384146888524,0.030723644,0.7590228,1.0,0.5268740825226934,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,LRRC4B,PTPRD,0.731544,0.0,0.27783412,0.2313597179449776,0.1542552289111061,0.033947397,0.80989504,1.0,0.5275407708115684,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,SPP1,ITGAV_ITGB1,0.6676649,1.0,0.37317714,-0.1659409273641764,-1.0014308673789674,0.030723644,0.8315767,1.0,0.5332438336515253,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NLGN2,NRXN2,0.15020064,1.0,0.022338338,-0.0712065622213867,-0.0667121205385798,0.03169054,0.5471021,1.0,0.5378763248759477,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,PTDSS1,JMJD6,0.15071377,0.0,0.02244965,0.0427631303800349,0.067210242561712,0.06098655,0.54771787,0.4580056262914731,0.5424256894011186,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,CD99,CD99L2,0.6619848,0.0,0.3652832,0.3206142007919127,1.1570464750024176,0.05794068,0.83007413,0.2216681931146855,0.5474588141450648,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,IL1RAPL1,PTPRF,0.40089035,1.0,0.1555304,-0.0078678053001271,-1.5485046023137194,0.04747433,0.7611941,1.0,0.5497816376307543,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,THBS4,CD47,0.4843704,0.0,0.10150951,0.2646595342710969,0.2974650864020212,0.046246596,0.72028846,0.6017936837244806,0.5506757099753948,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,PROS1,TYRO3,0.42429292,0.0,0.100807086,0.6010914336554186,0.545046805616423,0.070244744,0.7195884,0.0621940749029217,0.5556105261609658,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,GPI,AMFR,0.39764258,0.0,0.15668893,0.1694552607001637,0.2621930931889819,0.056718417,0.76186794,0.2456431388802568,0.5571867836155356,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NRXN1,NLGN3,0.61420053,0.0,0.15669107,-0.0046276200578372,0.4209811406336106,0.03597433,0.7618692,1.0,0.5575249279911549,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,ANXA1,DYSF,0.4256791,0.0,0.15732989,0.6458183311920144,1.0896124761251822,0.10638498,0.762238,0.0196684719973873,0.559669803290502,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
