cluster,gene_set_library,Term,Adjusted P-value,Overlap,dominant_sample_fraction,n_contributing_samples,normalised_entropy,batch_qc_pass
22,GO_Biological_Process_2024,GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,0.0157312646269577,55/76,1.0,1,-0.0,False
22,GO_Biological_Process_2024,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,0.0208439256307189,44/51,1.0,1,-0.0,False
22,GO_Biological_Process_2024,GOBP_OXIDATIVE_PHOSPHORYLATION,0.0252355703390779,104/147,1.0,1,-0.0,False
22,GO_Biological_Process_2024,GOBP_ELECTRON_TRANSPORT_CHAIN,0.0404518233264626,85/132,1.0,1,-0.0,False
22,GO_Biological_Process_2024,GOBP_ATP_BIOSYNTHETIC_PROCESS,0.0415403706555601,61/99,1.0,1,-0.0,False
22,GO_Biological_Process_2024,GOBP_AEROBIC_RESPIRATION,0.0734453417271087,121/196,1.0,1,-0.0,False
22,GO_Biological_Process_2024,GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,0.073849547832107,46/60,1.0,1,-0.0,False
22,GO_Molecular_Function_2024,GOMF_NADH_DEHYDROGENASE_UBIQUINONE_ACTIVITY,0.0056998659532872,34/41,1.0,1,-0.0,False
22,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0113997319065744,49/68,1.0,1,-0.0,False
22,GO_Molecular_Function_2024,GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,0.0132996872243368,122/169,1.0,1,-0.0,False
22,GO_Molecular_Function_2024,GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,0.0148025490491243,11/55,1.0,1,-0.0,False
22,GO_Molecular_Function_2024,GOMF_PROTON_CHANNEL_ACTIVITY,0.0161496202009804,14/27,1.0,1,-0.0,False
22,GO_Molecular_Function_2024,GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR,0.016624609030421,41/58,1.0,1,-0.0,False
22,GO_Molecular_Function_2024,GOMF_PROTON_TRANSPORTING_ATP_SYNTHASE_ACTIVITY_ROTATIONAL_MECHANISM,0.0205828492757593,14/18,1.0,1,-0.0,False
22,GO_Molecular_Function_2024,GOMF_NEUROPEPTIDE_ACTIVITY,0.0207235686687741,1/30,1.0,1,-0.0,False
22,GO_Molecular_Function_2024,GOMF_STRUCTURAL_CONSTITUENT_OF_SKIN_EPIDERMIS,0.0255438437165834,1/37,1.0,1,-0.0,False
22,GO_Molecular_Function_2024,GOMF_ELECTRON_TRANSFER_ACTIVITY,0.0259208189780442,59/117,1.0,1,-0.0,False
